t_recon,spikes,analog_signal,recon,squared_error
1.28235552,0.25,0.307363416583921,0.309375,4.04646783984356e-06
1.28450666,0.25,0.409732061434428,0.4125,7.66148390278141e-06
1.28631402,0.25,0.513318871331658,0.515625,5.3182294349489e-06
1.28791976,0.25,0.617679631458154,0.61875,1.1456888153746e-06
1.28936554,0.25,0.720659064113615,0.721875,1.47850007980028e-06
1.29070184,0.25,0.822675842061236,0.825,5.40171012432104e-06
1.2919716,0.25,0.925025085750218,0.928125,9.60946835600122e-06
1.29318212,0.25,1.02690335572214,1.03125,1.8893316478289e-05
1.29436672,0.25,1.13009234678809,1.134375,1.83411185334927e-05
1.29551466,0.25,1.23284032961511,1.2375,2.171252809585e-05
1.29663594,0.25,1.33530040943417,1.340625,2.83512646937248e-05
1.29774698,0.25,1.43836636715515,1.44375,2.89835026081333e-05
1.29883242,0.25,1.54005685601962,1.546875,4.64870873372563e-05
1.29992696,0.25,1.64311616634105,1.65,4.73871658440725e-05
1.30102138,0.25,1.74619673505763,1.753125,4.80008551116313e-05
1.30212456,0.25,1.84964090777526,1.85625,4.36801000350562e-05
1.30323868,0.25,1.95313614818616,1.959375,3.89232719550503e-05
1.30437522,0.25,2.05718063079788,2.0625,2.82956887084067e-05
1.30552428,0.25,2.16025933968681,2.165625,2.87903105965157e-05
1.30669674,0.25,2.26269317680031,2.26875,3.66851072723115e-05
1.30793722,0.25,2.36743990501773,2.371875,1.96700675017724e-05
1.30922122,0.25,2.47126579518028,2.475,1.39442856356299e-05
1.31057568,0.25,2.57498608187738,2.578125,9.85280698052352e-06
1.31199982,0.25,2.67680829216595,2.68125,1.97287684830805e-05
1.31359846,0.25,2.78128176791354,2.784375,9.56808474068135e-06
1.31540872,0.25,2.8857649156838,2.8875,3.01051758431034e-06
1.31753878,0.25,2.98816512013223,2.990625,6.05100896386326e-06
1.32054402,0.25,3.09159249212463,3.09375,4.65484023226514e-06
1.33254258,-0.25,2.98468310945599,2.990625,3.53060632369909e-05
1.3346677,-0.25,2.88166822966839,2.8875,3.40095452006593e-05
1.33643348,-0.25,2.77930276838461,2.784375,2.57275335601906e-05
1.3380146,-0.25,2.67581715333944,2.68125,2.95158228371843e-05
1.33945384,-0.25,2.57279426051093,2.578125,2.84167835002999e-05
1.34080382,-0.25,2.46928996419252,2.475,3.26045089227466e-05
1.34205964,-0.25,2.36769978388122,2.371875,1.74324296384742e-05
1.34329528,-0.25,2.2633795955569,2.26875,2.88412438824539e-05
1.34446166,-0.25,2.16150523767084,2.165625,1.69724416487878e-05
1.3456106,-0.25,2.05846672143726,2.0625,1.62673359646665e-05
1.34674392,-0.25,1.95474204144532,1.959375,2.1464304969348e-05
1.3478409,-0.25,1.85286679223795,1.85625,1.14460947611858e-05
1.34893932,-0.25,1.74989275112994,1.753125,1.04474327580287e-05
1.35003044,-0.25,1.64713109933783,1.65,8.23059100938063e-06
1.351119,-0.25,1.54462360316044,1.546875,5.06878772919323e-06
